"","Age","Career","Marital_Statues","Education","Mortage","Personal_Loan","Contact_Type","Number_of_Contacts","Subscribed","Cus_ID"
"18450",31,"management","single","university education","no","no","cellular",1,"no",18450
"18451",40,"administration","divorced","university education","no","no","cellular",1,"no",18451
"18452",37,"technician","married","secondary education","yes","yes","telephone",2,"no",18452
"18453",38,"technician","divorced","secondary education","no","no","cellular",2,"no",18453
"18454",32,"administration","single","university education","yes","no","cellular",2,"no",18454
"18455",34,"administration","single","university education","yes","no","cellular",1,"no",18455
"18456",34,"technician","married","secondary education","yes","no","cellular",2,"no",18456
"18457",43,"administration","married","secondary education","yes","no","cellular",1,"no",18457
"18458",33,"technician","married","professional education","yes","yes","cellular",2,"no",18458
"18459",44,"administration","divorced","university education","yes","no","cellular",1,"no",18459
"18460",31,"technician","married","professional education","yes","yes","cellular",1,"no",18460
"18461",55,"blue-collar","married","primary education","yes","yes","cellular",1,"no",18461
"18462",32,"management","married","university education","yes","no","cellular",1,"no",18462
"18463",50,"administration","married","secondary education","no","no","cellular",1,"no",18463
"18464",33,"technician","single","secondary education","yes","no","cellular",1,"no",18464
"18465",29,"technician","single","professional education","yes","no","cellular",1,"no",18465
"18466",33,"technician","married","professional education","yes","no","cellular",1,"no",18466
"18467",47,"administration","married","university education","yes","no","cellular",1,"no",18467
"18468",37,"administration","married","university education","yes","no","cellular",1,"no",18468
"18469",34,"administration","single","university education","yes","no","cellular",1,"no",18469
"18470",34,"administration","single","university education","yes","no","cellular",1,"no",18470
"18471",47,"retired","married","secondary education","no","yes","cellular",1,"no",18471
"18472",34,"administration","single","university education","yes","no","cellular",1,"no",18472
"18473",35,"administration","married","university education","no","no","cellular",1,"no",18473
"18474",55,"services","married","secondary education","no","no","cellular",1,"no",18474
"18475",49,"services","married","secondary education","no","no","cellular",1,"no",18475
"18476",56,"administration","married","university education","no","no","cellular",2,"no",18476
"18477",49,"services","married","secondary education","yes","yes","cellular",1,"no",18477
"18478",45,"administration","married","university education","yes","no","cellular",1,"no",18478
"18479",32,"technician","married","secondary education","yes","no","cellular",2,"no",18479
"18480",37,"housemaid","married","university education","no","yes","cellular",2,"no",18480
"18481",44,"technician","married","professional education","yes","no","cellular",1,"no",18481
"18482",35,"unemployed","single","university education","no","no","cellular",2,"yes",18482
"18483",36,"technician","married","professional education","yes","no","cellular",1,"no",18483
"18484",35,"administration","single","university education","yes","yes","cellular",1,"no",18484
"18485",44,"administration","married","secondary education","no","no","cellular",1,"no",18485
"18486",44,"administration","married","secondary education","no","no","cellular",1,"no",18486
"18487",44,"technician","married","professional education","no","yes","cellular",1,"no",18487
"18488",43,"management","divorced","university education","yes","no","cellular",1,"no",18488
"18489",40,"technician","married","professional education","yes","no","cellular",3,"no",18489
"18490",50,"blue-collar","married","primary education","yes","no","cellular",1,"no",18490
"18491",32,"administration","married","university education","yes","yes","cellular",1,"no",18491
"18492",32,"administration","married","university education","no","no","cellular",1,"no",18492
"18493",44,"administration","married","secondary education","yes","no","cellular",2,"yes",18493
"18494",32,"administration","married","university education","no","no","cellular",1,"no",18494
"18495",45,"blue-collar","married","primary education","yes","yes","cellular",1,"no",18495
"18496",49,"services","married","secondary education","no","no","cellular",1,"no",18496
"18497",38,"administration","married","university education","yes","no","cellular",1,"no",18497
"18498",33,"administration","single","university education","yes","no","cellular",2,"no",18498
"18499",29,"administration","married","university education","yes","no","cellular",1,"no",18499
"18500",29,"administration","married","university education","yes","yes","cellular",1,"no",18500
"18501",32,"technician","married","secondary education","yes","no","cellular",1,"no",18501
"18502",41,"self-employed","married","professional education","no","no","cellular",1,"no",18502
"18503",41,"self-employed","married","professional education","yes","no","cellular",1,"no",18503
"18504",36,"administration","married","university education","no","no","cellular",2,"no",18504
"18505",45,"services","married","secondary education","no","no","cellular",2,"no",18505
"18506",37,"administration","married","university education","yes","yes","cellular",2,"no",18506
"18507",59,"retired","married","primary education","yes","no","cellular",1,"no",18507
"18508",35,"technician","single","professional education","no","no","cellular",1,"no",18508
"18509",45,"technician","married","professional education","no","no","cellular",1,"no",18509
"18510",29,"administration","single","secondary education","yes","no","cellular",4,"no",18510
"18511",59,"retired","married","primary education","no","no","cellular",1,"yes",18511
"18512",50,"administration","married","primary education","yes","no","cellular",2,"no",18512
"18513",34,"technician","married","professional education","no","no","cellular",1,"no",18513
"18514",55,"services","married","secondary education","no","no","cellular",1,"no",18514
"18515",40,"administration","divorced","university education","yes","no","cellular",1,"no",18515
"18516",31,"administration","married","university education","yes","no","cellular",1,"no",18516
"18517",35,"administration","single","university education","no","no","cellular",2,"no",18517
"18518",31,"administration","married","university education","no","no","cellular",1,"no",18518
"18519",32,"technician","single","secondary education","no","no","cellular",5,"no",18519
"18520",52,"services","married","secondary education","yes","no","cellular",1,"no",18520
"18521",39,"technician","married","university education","yes","no","cellular",1,"no",18521
"18522",36,"technician","single","university education","yes","no","cellular",3,"no",18522
"18523",34,"administration","single","university education","yes","no","cellular",2,"no",18523
"18524",46,"blue-collar","married","primary education","yes","yes","cellular",2,"no",18524
"18525",36,"housemaid","married","primary education","no","no","cellular",2,"no",18525
"18526",38,"technician","divorced","secondary education","yes","no","cellular",3,"yes",18526
"18527",51,"technician","married","professional education","yes","yes","cellular",1,"no",18527
"18528",31,"administration","married","university education","no","no","cellular",1,"no",18528
"18529",39,"technician","single","professional education","no","no","cellular",1,"no",18529
"18530",56,"retired","married","primary education","no","no","cellular",1,"no",18530
"18531",45,"administration","married","university education","no","no","cellular",1,"no",18531
"18532",54,"retired","married","primary education","no","no","cellular",1,"no",18532
"18533",57,"technician","single","secondary education","yes","no","cellular",2,"no",18533
"18534",37,"administration","married","university education","no","yes","cellular",3,"no",18534
"18535",32,"administration","married","university education","yes","yes","cellular",1,"no",18535
"18536",33,"technician","married","professional education","yes","no","cellular",1,"no",18536
"18537",47,"administration","married","university education","no","no","cellular",1,"no",18537
"18538",38,"technician","divorced","secondary education","no","no","cellular",3,"no",18538
"18539",33,"technician","married","secondary education","yes","no","cellular",1,"no",18539
"18540",32,"administration","single","university education","yes","no","cellular",1,"no",18540
"18541",36,"administration","married","university education","yes","no","cellular",2,"no",18541
"18542",36,"administration","married","university education","yes","no","cellular",2,"no",18542
"18543",32,"administration","single","university education","yes","no","cellular",1,"no",18543
"18544",39,"administration","single","university education","no","yes","cellular",1,"no",18544
"18545",58,"retired","married","primary education","no","no","cellular",1,"no",18545
"18546",47,"technician","single","secondary education","no","no","cellular",1,"no",18546
"18547",30,"administration","single","university education","no","no","cellular",1,"no",18547
"18548",33,"administration","married","university education","no","no","cellular",1,"no",18548
"18549",30,"administration","single","university education","yes","no","cellular",1,"no",18549
"18550",30,"administration","single","university education","no","no","cellular",1,"no",18550
"18551",30,"administration","single","university education","no","yes","cellular",1,"no",18551
"18552",44,"management","married","university education","yes","no","cellular",2,"no",18552
"18553",30,"administration","single","university education","no","yes","cellular",1,"yes",18553
"18554",39,"technician","divorced","professional education","yes","no","cellular",1,"no",18554
"18555",39,"management","married","university education","no","no","cellular",1,"no",18555
"18556",59,"retired","married","secondary education","yes","no","cellular",1,"no",18556
"18557",34,"technician","single","professional education","yes","no","cellular",1,"no",18557
"18558",50,"technician","married","university education","yes","no","cellular",5,"no",18558
"18559",33,"technician","married","professional education","yes","yes","cellular",1,"no",18559
"18560",29,"technician","married","university education","yes","no","cellular",1,"no",18560
"18561",31,"technician","single","professional education","yes","no","cellular",1,"no",18561
"18562",33,"technician","single","secondary education","yes","no","cellular",1,"no",18562
"18563",32,"technician","single","university education","yes","no","cellular",1,"no",18563
"18564",34,"technician","married","professional education","no","no","cellular",2,"no",18564
"18565",38,"administration","married","university education","yes","no","cellular",1,"no",18565
"18566",35,"technician","married","professional education","yes","no","cellular",1,"no",18566
"18567",35,"technician","married","professional education","yes","yes","cellular",1,"no",18567
"18568",37,"technician","single","professional education","yes","no","cellular",1,"no",18568
"18569",37,"technician","single","professional education","yes","yes","cellular",1,"no",18569
"18570",37,"technician","single","professional education","yes","yes","cellular",1,"no",18570
"18571",36,"technician","single","professional education","yes","no","cellular",1,"no",18571
"18572",38,"administration","married","university education","yes","no","cellular",1,"yes",18572
"18573",36,"technician","single","professional education","no","no","cellular",1,"no",18573
"18574",36,"administration","married","university education","no","no","cellular",2,"yes",18574
"18575",34,"technician","married","professional education","no","no","cellular",1,"no",18575
"18576",29,"technician","married","university education","yes","no","cellular",1,"no",18576
"18577",50,"management","married","university education","no","no","cellular",2,"no",18577
"18578",37,"technician","single","professional education","yes","no","cellular",2,"no",18578
"18579",50,"management","married","university education","yes","no","cellular",4,"yes",18579
"18580",45,"blue-collar","married","primary education","yes","no","cellular",2,"no",18580
"18581",36,"technician","married","secondary education","no","no","cellular",2,"no",18581
"18582",39,"technician","married","secondary education","no","no","cellular",2,"no",18582
"18583",30,"management","married","secondary education","no","no","cellular",2,"no",18583
"18584",36,"housemaid","married","primary education","no","no","cellular",3,"no",18584
"18585",33,"technician","single","secondary education","yes","yes","cellular",2,"no",18585
"18586",44,"management","married","university education","yes","no","cellular",2,"no",18586
"18587",35,"technician","married","university education","yes","no","cellular",2,"no",18587
"18588",52,"blue-collar","married","primary education","yes","no","cellular",2,"yes",18588
"18589",37,"technician","married","professional education","no","no","cellular",6,"no",18589
"18590",52,"services","married","secondary education","no","no","cellular",2,"no",18590
"18591",41,"self-employed","married","university education","no","no","cellular",2,"no",18591
"18592",29,"administration","married","university education","no","no","cellular",2,"no",18592
"18593",36,"housemaid","married","primary education","no","no","cellular",9,"no",18593
"18594",36,"housemaid","married","primary education","no","no","cellular",3,"no",18594
"18595",50,"technician","married","professional education","yes","no","cellular",2,"no",18595
"18596",31,"management","single","university education","no","no","cellular",2,"no",18596
"18597",32,"technician","married","university education","no","yes","cellular",5,"no",18597
"18598",30,"technician","single","secondary education","no","no","cellular",2,"no",18598
"18599",52,"blue-collar","married","primary education","yes","no","cellular",2,"no",18599
"18600",36,"administration","married","university education","no","no","cellular",3,"no",18600
"18601",52,"administration","married","university education","no","no","cellular",3,"no",18601
"18602",45,"administration","married","university education","yes","no","cellular",1,"no",18602
"18603",40,"technician","married","professional education","yes","no","cellular",1,"no",18603
"18604",33,"technician","single","secondary education","yes","no","cellular",2,"no",18604
"18605",36,"administration","married","university education","yes","no","cellular",3,"no",18605
"18606",43,"technician","married","professional education","yes","no","cellular",2,"no",18606
"18607",39,"management","married","university education","yes","no","cellular",2,"no",18607
"18608",42,"technician","married","secondary education","yes","no","cellular",2,"no",18608
"18609",45,"administration","married","university education","no","no","cellular",1,"no",18609
"18610",35,"technician","married","professional education","no","no","cellular",1,"no",18610
"18611",36,"self-employed","married","secondary education","yes","no","cellular",3,"no",18611
"18612",45,"services","married","secondary education","no","no","cellular",1,"yes",18612
"18613",35,"technician","married","professional education","yes","no","cellular",1,"no",18613
"18614",45,"administration","married","university education","no","no","cellular",1,"yes",18614
"18615",35,"technician","married","professional education","yes","no","cellular",1,"no",18615
"18616",30,"administration","married","secondary education","yes","no","cellular",1,"no",18616
"18617",55,"services","married","secondary education","no","no","cellular",1,"no",18617
"18618",48,"entrepreneur","married","university education","yes","no","cellular",1,"no",18618
"18619",31,"administration","single","university education","no","no","cellular",1,"no",18619
"18620",34,"management","married","secondary education","yes","no","telephone",7,"no",18620
"18621",33,"technician","single","secondary education","yes","no","cellular",1,"no",18621
"18622",34,"technician","single","professional education","no","no","cellular",1,"no",18622
"18623",53,"blue-collar","married","primary education","yes","no","cellular",1,"no",18623
"18624",31,"administration","single","university education","yes","no","cellular",1,"no",18624
"18625",31,"technician","single","professional education","no","no","cellular",2,"no",18625
"18626",29,"technician","married","university education","yes","no","cellular",2,"no",18626
"18627",45,"blue-collar","married","secondary education","yes","no","cellular",1,"no",18627
"18628",37,"technician","divorced","professional education","yes","yes","cellular",3,"no",18628
"18629",52,"administration","married","university education","yes","no","cellular",10,"no",18629
"18630",31,"management","single","university education","no","no","cellular",2,"no",18630
"18631",46,"administration","married","university education","no","no","cellular",2,"yes",18631
"18632",50,"technician","married","professional education","no","no","cellular",2,"no",18632
"18633",36,"administration","married","university education","yes","yes","cellular",3,"no",18633
"18634",42,"technician","single","secondary education","no","no","cellular",3,"no",18634
"18635",50,"management","married","university education","yes","no","cellular",2,"yes",18635
"18636",56,"retired","married","primary education","yes","no","cellular",2,"no",18636
"18637",49,"blue-collar","married","primary education","no","no","cellular",6,"no",18637
"18638",34,"technician","single","university education","no","no","cellular",3,"no",18638
"18639",34,"administration","married","university education","no","no","cellular",1,"yes",18639
"18640",32,"administration","married","university education","no","no","cellular",2,"no",18640
"18641",34,"administration","single","university education","yes","no","cellular",3,"no",18641
"18642",31,"unemployed","single","university education","yes","no","cellular",3,"no",18642
"18643",49,"blue-collar","married","primary education","no","no","cellular",3,"no",18643
"18644",49,"blue-collar","married","primary education","yes","yes","cellular",3,"no",18644
"18645",52,"technician","married","professional education","yes","no","telephone",2,"no",18645
"18646",49,"management","married","university education","no","no","cellular",5,"no",18646
"18647",48,"administration","married","secondary education","no","no","cellular",2,"no",18647
"18648",30,"technician","married","university education","no","no","cellular",2,"no",18648
"18649",32,"technician","married","professional education","yes","no","cellular",3,"no",18649
"18650",36,"administration","married","university education","yes","yes","cellular",3,"no",18650
"18651",30,"technician","single","university education","no","no","cellular",1,"no",18651
"18652",30,"technician","single","university education","no","yes","cellular",1,"no",18652
"18653",46,"blue-collar","married","secondary education","no","no","cellular",1,"no",18653
"18654",55,"administration","married","professional education","no","no","cellular",4,"no",18654
"18655",52,"unemployed","married","university education","yes","no","cellular",1,"no",18655
"18656",30,"technician","single","secondary education","no","no","cellular",1,"no",18656
"18657",30,"administration","single","university education","yes","yes","cellular",2,"no",18657
"18658",51,"housemaid","married","primary education","no","no","cellular",7,"no",18658
"18659",30,"technician","single","university education","yes","no","cellular",1,"yes",18659
"18660",44,"administration","married","secondary education","yes","yes","cellular",1,"no",18660
"18661",42,"housemaid","married","primary education","yes","no","cellular",1,"no",18661
"18662",55,"retired","married","professional education","no","yes","cellular",1,"no",18662
"18663",34,"administration","single","university education","yes","yes","cellular",2,"no",18663
"18664",47,"administration","single","university education","no","no","cellular",1,"no",18664
"18665",38,"technician","single","secondary education","yes","yes","cellular",3,"no",18665
"18666",36,"technician","married","secondary education","yes","no","cellular",1,"no",18666
"18667",36,"technician","married","secondary education","yes","no","cellular",1,"no",18667
"18668",56,"blue-collar","married","secondary education","yes","yes","cellular",2,"no",18668
"18669",48,"administration","married","secondary education","no","yes","cellular",6,"no",18669
"18670",30,"technician","married","university education","no","yes","cellular",3,"no",18670
"18671",39,"administration","married","secondary education","yes","no","cellular",3,"no",18671
"18672",39,"technician","married","professional education","no","no","cellular",1,"no",18672
"18673",60,"retired","married","primary education","no","no","cellular",3,"no",18673
"18674",30,"blue-collar","married","secondary education","yes","no","cellular",3,"no",18674
"18675",34,"administration","single","university education","yes","no","cellular",3,"no",18675
"18676",29,"technician","married","professional education","yes","no","cellular",3,"no",18676
"18677",29,"administration","single","university education","yes","no","cellular",5,"no",18677
"18678",55,"retired","married","secondary education","no","no","cellular",3,"no",18678
"18679",38,"administration","married","university education","no","no","cellular",5,"no",18679
"18680",40,"management","married","university education","yes","no","cellular",3,"no",18680
"18681",30,"housemaid","married","primary education","yes","no","cellular",5,"no",18681
"18682",30,"administration","single","university education","yes","no","cellular",3,"no",18682
"18683",39,"technician","single","secondary education","yes","no","cellular",6,"no",18683
"18684",34,"administration","single","university education","yes","yes","cellular",3,"no",18684
"18685",34,"administration","single","university education","no","yes","cellular",3,"no",18685
"18686",34,"administration","single","university education","no","no","cellular",2,"no",18686
"18687",32,"entrepreneur","married","university education","no","no","cellular",5,"no",18687
"18688",29,"technician","single","professional education","no","no","cellular",3,"no",18688
"18689",50,"technician","married","professional education","yes","no","cellular",3,"no",18689
"18690",46,"administration","married","university education","no","no","cellular",5,"no",18690
"18691",37,"technician","married","university education","yes","yes","cellular",4,"no",18691
"18692",36,"technician","single","professional education","no","no","cellular",3,"no",18692
"18693",39,"technician","married","university education","no","no","cellular",5,"no",18693
"18694",36,"technician","single","professional education","no","no","cellular",4,"no",18694
"18695",45,"entrepreneur","married","university education","yes","yes","cellular",2,"no",18695
"18696",36,"technician","married","professional education","no","no","cellular",3,"yes",18696
"18697",38,"technician","single","secondary education","no","no","cellular",3,"no",18697
"18698",46,"blue-collar","married","secondary education","no","yes","cellular",3,"no",18698
"18699",29,"technician","married","secondary education","no","no","telephone",5,"no",18699
"18700",30,"technician","single","secondary education","no","no","cellular",3,"no",18700
"18701",31,"technician","single","professional education","yes","no","cellular",5,"no",18701
"18702",29,"administration","married","university education","yes","no","cellular",2,"no",18702
"18703",40,"management","married","university education","no","no","cellular",3,"no",18703
"18704",30,"technician","married","secondary education","yes","no","cellular",9,"no",18704
"18705",51,"technician","married","professional education","yes","no","cellular",3,"no",18705
"18706",36,"technician","single","professional education","no","no","cellular",3,"yes",18706
"18707",32,"technician","married","professional education","no","no","cellular",3,"no",18707
"18708",32,"technician","married","university education","no","no","cellular",5,"yes",18708
"18709",30,"management","married","university education","yes","no","cellular",3,"no",18709
"18710",31,"technician","divorced","professional education","no","no","cellular",5,"no",18710
"18711",30,"technician","single","secondary education","no","no","cellular",2,"no",18711
"18712",32,"technician","married","university education","yes","no","cellular",3,"no",18712
"18713",30,"blue-collar","married","secondary education","yes","no","cellular",4,"no",18713
"18714",33,"housemaid","married","secondary education","yes","no","cellular",3,"no",18714
"18715",31,"management","married","university education","no","no","cellular",4,"no",18715
"18716",32,"administration","married","university education","no","no","cellular",1,"no",18716
"18717",57,"housemaid","married","secondary education","yes","no","cellular",1,"no",18717
"18718",40,"self-employed","single","university education","no","no","cellular",1,"no",18718
"18719",32,"administration","divorced","university education","yes","no","cellular",3,"yes",18719
"18720",36,"administration","single","university education","yes","no","cellular",2,"no",18720
"18721",35,"technician","single","university education","yes","no","cellular",1,"no",18721
"18722",48,"administration","married","secondary education","yes","no","cellular",4,"no",18722
"18723",55,"blue-collar","married","primary education","yes","yes","cellular",4,"no",18723
"18724",38,"administration","single","university education","yes","yes","cellular",2,"no",18724
"18725",58,"retired","married","professional education","no","yes","cellular",5,"no",18725
"18726",54,"self-employed","married","secondary education","no","no","cellular",5,"no",18726
"18727",50,"management","married","university education","yes","yes","cellular",3,"no",18727
"18728",33,"administration","single","university education","yes","no","cellular",6,"no",18728
"18729",29,"technician","single","professional education","no","no","cellular",1,"no",18729
"18730",48,"technician","married","university education","yes","yes","cellular",1,"no",18730
"18731",38,"technician","married","professional education","yes","no","cellular",1,"yes",18731
"18732",40,"management","married","secondary education","yes","no","cellular",7,"no",18732
"18733",54,"blue-collar","married","professional education","yes","yes","cellular",6,"no",18733
"18734",56,"blue-collar","married","secondary education","yes","no","cellular",3,"no",18734
"18735",38,"administration","married","university education","no","no","cellular",1,"no",18735
"18736",43,"administration","married","university education","no","no","cellular",1,"no",18736
"18737",58,"retired","married","primary education","no","no","cellular",1,"no",18737
"18738",34,"administration","single","university education","no","no","cellular",5,"no",18738
"18739",37,"technician","married","secondary education","no","no","cellular",1,"no",18739
"18740",31,"administration","married","university education","yes","no","cellular",6,"no",18740
"18741",53,"administration","divorced","university education","no","no","cellular",1,"yes",18741
"18742",51,"housemaid","married","primary education","no","no","cellular",5,"no",18742
"18743",31,"administration","married","university education","no","no","cellular",3,"no",18743
"18744",44,"administration","married","secondary education","no","yes","cellular",1,"no",18744
"18745",32,"administration","married","university education","yes","yes","cellular",1,"no",18745
"18746",41,"self-employed","married","university education","yes","no","cellular",1,"no",18746
"18747",50,"blue-collar","married","professional education","no","no","cellular",1,"no",18747
"18748",32,"administration","married","university education","yes","no","cellular",1,"no",18748
"18749",52,"management","married","university education","yes","no","cellular",1,"no",18749
"18750",58,"retired","married","university education","no","yes","cellular",1,"no",18750
"18751",35,"technician","married","university education","yes","no","cellular",1,"no",18751
"18752",58,"retired","married","university education","yes","no","cellular",1,"no",18752
"18753",52,"management","married","university education","yes","no","cellular",1,"no",18753
"18754",52,"housemaid","married","primary education","no","no","cellular",1,"no",18754
"18755",52,"housemaid","married","primary education","yes","no","cellular",1,"no",18755
"18756",52,"housemaid","married","primary education","yes","no","cellular",1,"no",18756
"18757",52,"housemaid","married","primary education","yes","no","cellular",1,"no",18757
"18758",31,"technician","single","secondary education","yes","no","cellular",1,"no",18758
"18759",31,"housemaid","single","university education","yes","no","cellular",1,"no",18759
"18760",31,"blue-collar","married","primary education","no","no","cellular",1,"no",18760
"18761",31,"technician","single","secondary education","no","no","cellular",1,"no",18761
"18762",31,"technician","single","secondary education","yes","yes","cellular",1,"no",18762
"18763",34,"administration","married","university education","yes","no","cellular",1,"no",18763
"18764",47,"blue-collar","married","secondary education","no","no","cellular",1,"no",18764
"18765",32,"administration","married","university education","no","no","cellular",1,"no",18765
"18766",31,"technician","single","secondary education","yes","yes","cellular",1,"yes",18766
"18767",31,"administration","married","university education","no","no","cellular",6,"no",18767
"18768",52,"housemaid","married","primary education","yes","no","cellular",1,"yes",18768
"18769",38,"technician","married","university education","yes","yes","cellular",1,"no",18769
"18770",36,"services","married","professional education","yes","yes","cellular",3,"no",18770
"18771",33,"administration","married","university education","no","no","cellular",1,"no",18771
"18772",33,"technician","married","professional education","yes","no","cellular",1,"no",18772
"18773",37,"technician","single","university education","yes","no","cellular",2,"no",18773
"18774",42,"technician","divorced","professional education","yes","yes","cellular",1,"no",18774
"18775",31,"unemployed","single","university education","yes","no","cellular",2,"no",18775
"18776",47,"technician","married","professional education","yes","no","cellular",1,"no",18776
"18777",53,"entrepreneur","married","secondary education","yes","no","cellular",5,"yes",18777
"18778",47,"technician","married","professional education","no","no","cellular",1,"no",18778
"18779",29,"technician","single","professional education","no","no","cellular",2,"no",18779
"18780",38,"technician","married","secondary education","no","no","cellular",1,"no",18780
"18781",33,"technician","married","secondary education","yes","no","cellular",1,"no",18781
"18782",51,"technician","married","professional education","yes","no","cellular",4,"no",18782
"18783",38,"technician","married","secondary education","yes","no","cellular",1,"no",18783
"18784",33,"technician","single","university education","yes","no","cellular",1,"no",18784
"18785",46,"services","married","university education","no","no","cellular",1,"no",18785
"18786",34,"technician","single","professional education","yes","no","cellular",2,"no",18786
"18787",46,"services","married","university education","no","no","cellular",1,"no",18787
"18788",30,"administration","single","university education","no","no","cellular",1,"no",18788
"18789",30,"administration","single","university education","no","no","cellular",1,"no",18789
"18790",32,"technician","married","university education","yes","no","cellular",2,"yes",18790
"18791",52,"management","married","university education","no","no","cellular",5,"no",18791
"18792",52,"administration","married","university education","no","no","cellular",1,"no",18792
"18793",39,"technician","married","secondary education","no","no","cellular",1,"no",18793
"18794",30,"administration","single","university education","no","no","cellular",1,"no",18794
"18795",29,"technician","single","secondary education","no","no","cellular",1,"no",18795
"18796",52,"administration","married","university education","yes","no","cellular",1,"no",18796
"18797",31,"housemaid","single","professional education","yes","yes","cellular",1,"no",18797
"18798",35,"services","married","secondary education","yes","no","cellular",1,"no",18798
"18799",35,"services","married","secondary education","no","no","cellular",1,"no",18799
"18800",35,"services","married","secondary education","yes","no","cellular",1,"no",18800
"18801",33,"technician","married","professional education","no","no","cellular",1,"no",18801
"18802",31,"unemployed","single","university education","yes","no","cellular",2,"no",18802
"18803",30,"administration","single","university education","yes","yes","cellular",2,"no",18803
"18804",33,"technician","married","professional education","yes","no","cellular",1,"no",18804
"18805",52,"administration","married","university education","yes","no","cellular",1,"no",18805
"18806",40,"administration","married","university education","yes","no","cellular",1,"no",18806
"18807",40,"administration","married","university education","yes","yes","cellular",1,"no",18807
"18808",37,"technician","single","professional education","yes","no","cellular",1,"yes",18808
"18809",40,"administration","married","university education","no","no","cellular",1,"no",18809
"18810",50,"blue-collar","married","primary education","yes","no","cellular",1,"no",18810
"18811",45,"technician","married","professional education","yes","no","cellular",1,"no",18811
"18812",45,"technician","married","professional education","no","no","cellular",1,"no",18812
"18813",42,"administration","married","university education","yes","no","cellular",2,"no",18813
"18814",34,"management","married","university education","yes","no","cellular",1,"no",18814
"18815",49,"blue-collar","married","primary education","yes","no","cellular",4,"no",18815
"18816",37,"technician","married","professional education","yes","yes","cellular",1,"no",18816
"18817",48,"administration","married","university education","no","no","cellular",1,"no",18817
"18818",39,"administration","married","secondary education","yes","no","cellular",2,"no",18818
"18819",59,"technician","married","professional education","no","yes","cellular",2,"no",18819
"18820",51,"entrepreneur","married","primary education","no","no","cellular",2,"no",18820
"18821",33,"technician","single","professional education","yes","no","cellular",2,"yes",18821
"18822",51,"management","married","secondary education","no","no","cellular",1,"no",18822
"18823",31,"unemployed","single","university education","yes","no","cellular",2,"no",18823
"18824",29,"technician","single","professional education","no","no","cellular",2,"no",18824
"18825",37,"technician","married","secondary education","yes","no","cellular",2,"no",18825
"18826",31,"technician","married","secondary education","no","no","cellular",2,"no",18826
"18827",31,"administration","single","university education","yes","no","cellular",1,"no",18827
"18828",38,"technician","single","secondary education","no","yes","cellular",3,"no",18828
"18829",31,"administration","single","university education","no","no","cellular",1,"no",18829
"18830",50,"self-employed","married","university education","yes","no","cellular",1,"no",18830
"18831",50,"self-employed","married","university education","yes","no","cellular",1,"no",18831
"18832",31,"administration","single","university education","yes","yes","cellular",1,"no",18832
"18833",31,"administration","single","university education","no","no","cellular",1,"yes",18833
"18834",31,"unemployed","single","university education","no","no","cellular",2,"no",18834
"18835",51,"administration","divorced","professional education","no","yes","cellular",1,"no",18835
"18836",35,"technician","married","secondary education","no","no","cellular",1,"no",18836
"18837",32,"administration","divorced","university education","yes","no","cellular",1,"no",18837
"18838",34,"services","married","professional education","yes","no","cellular",2,"no",18838
"18839",31,"administration","single","university education","yes","no","cellular",1,"no",18839
"18840",35,"technician","married","secondary education","yes","no","cellular",1,"no",18840
"18841",32,"administration","divorced","university education","yes","no","cellular",1,"no",18841
"18842",32,"administration","single","university education","no","no","cellular",5,"no",18842
"18843",32,"technician","married","secondary education","yes","no","cellular",1,"no",18843
"18844",35,"technician","single","university education","yes","no","cellular",3,"yes",18844
"18845",51,"blue-collar","married","secondary education","yes","no","cellular",1,"no",18845
"18846",32,"technician","married","professional education","no","no","cellular",1,"no",18846
"18847",36,"technician","single","university education","no","no","cellular",1,"no",18847
"18848",36,"administration","divorced","university education","no","no","cellular",1,"no",18848
"18849",60,"services","married","secondary education","no","no","cellular",1,"no",18849
"18850",39,"technician","divorced","professional education","yes","yes","cellular",2,"no",18850
"18851",38,"technician","married","secondary education","no","no","cellular",2,"no",18851
"18852",32,"technician","single","university education","yes","no","cellular",1,"no",18852
"18853",34,"technician","single","university education","yes","no","cellular",2,"no",18853
"18854",38,"administration","married","university education","yes","no","cellular",1,"no",18854
"18855",33,"technician","married","professional education","no","no","cellular",2,"no",18855
"18856",41,"technician","married","professional education","no","no","cellular",1,"no",18856
"18857",41,"technician","married","professional education","no","no","cellular",1,"no",18857
"18858",54,"administration","married","secondary education","no","yes","cellular",2,"no",18858
"18859",45,"administration","married","secondary education","yes","no","cellular",1,"no",18859
"18860",47,"blue-collar","married","primary education","no","no","cellular",1,"no",18860
"18861",47,"blue-collar","married","primary education","yes","no","cellular",1,"no",18861
"18862",48,"blue-collar","married","secondary education","yes","no","cellular",1,"no",18862
"18863",48,"blue-collar","married","secondary education","yes","no","cellular",1,"no",18863
"18864",44,"services","married","secondary education","yes","no","cellular",3,"no",18864
"18865",30,"administration","single","university education","no","no","cellular",3,"no",18865
"18866",36,"management","married","university education","no","no","cellular",2,"no",18866
"18867",41,"administration","single","university education","no","no","cellular",1,"no",18867
"18868",40,"technician","married","secondary education","no","no","cellular",1,"no",18868
"18869",31,"self-employed","married","university education","no","no","cellular",2,"no",18869
"18870",51,"housemaid","married","primary education","yes","no","cellular",2,"no",18870
"18871",37,"administration","married","university education","yes","no","cellular",5,"no",18871
