Age,Career,Marital_Statues,Education,Mortage,Personal_Loan,Contact_Type,Number_of_Contacts,Subscribed
53,blue-collar,married,professional education,yes,yes,cellular,3,no
52,retired,married,university education,yes,yes,telephone,3,no
53,management,married,university education,yes,no,cellular,2,no
39,blue-collar,married,secondary education,yes,no,cellular,4,no
41,self-employed,married,secondary education,yes,no,cellular,2,no
31,self-employed,single,university education,yes,no,cellular,2,no
31,services,divorced,secondary education,no,no,telephone,2,no
36,services,married,secondary education,no,no,cellular,2,no
37,management,married,secondary education,yes,no,telephone,2,no
52,entrepreneur,married,university education,yes,no,cellular,2,no
50,entrepreneur,married,university education,yes,no,cellular,2,no
35,administration,married,secondary education,yes,no,cellular,2,no
33,management,married,university education,yes,no,cellular,2,no
36,entrepreneur,married,secondary education,yes,yes,cellular,3,no
45,blue-collar,single,secondary education,yes,yes,cellular,2,no
41,technician,married,university education,no,no,cellular,2,no
41,entrepreneur,married,university education,yes,no,cellular,2,no
35,blue-collar,married,secondary education,yes,no,cellular,2,no
52,administration,married,primary education,yes,yes,cellular,3,no
37,blue-collar,married,primary education,yes,no,telephone,3,no
46,services,married,secondary education,yes,no,cellular,3,no
39,services,married,secondary education,yes,yes,cellular,3,no
40,blue-collar,married,secondary education,yes,no,telephone,2,no
30,administration,married,university education,no,no,cellular,2,no
52,management,married,university education,no,no,telephone,3,no
44,administration,married,professional education,no,no,cellular,1,no
53,entrepreneur,divorced,university education,no,no,cellular,1,no
53,entrepreneur,divorced,university education,no,no,cellular,1,no
53,entrepreneur,divorced,university education,yes,no,cellular,1,no
44,entrepreneur,married,university education,yes,no,cellular,2,yes
44,administration,married,professional education,no,no,cellular,1,no
53,entrepreneur,divorced,university education,yes,no,cellular,1,no
53,entrepreneur,divorced,university education,no,no,telephone,1,no
45,blue-collar,divorced,secondary education,no,no,cellular,4,no
35,administration,married,university education,yes,no,cellular,2,no
44,administration,married,professional education,yes,no,telephone,1,no
57,technician,divorced,professional education,yes,no,cellular,4,no
43,administration,married,university education,yes,no,cellular,2,no
33,unemployed,married,secondary education,yes,no,cellular,1,no
52,services,divorced,secondary education,yes,yes,cellular,2,yes
45,administration,married,secondary education,yes,no,cellular,3,no
30,services,married,secondary education,yes,no,cellular,1,no
37,entrepreneur,married,secondary education,no,no,telephone,1,no
48,services,married,secondary education,yes,no,cellular,1,no
30,services,married,secondary education,no,no,cellular,1,no
41,management,married,primary education,yes,no,cellular,4,no
42,self-employed,married,university education,no,no,cellular,4,no
51,self-employed,married,primary education,no,no,cellular,1,no
52,management,married,university education,yes,yes,cellular,3,no
42,blue-collar,divorced,secondary education,yes,yes,cellular,3,no
45,self-employed,married,university education,yes,no,cellular,1,no
32,entrepreneur,married,university education,yes,yes,telephone,1,no
37,entrepreneur,married,university education,yes,no,telephone,1,no
40,blue-collar,married,primary education,yes,no,cellular,3,no
37,entrepreneur,married,university education,yes,no,telephone,1,no
41,administration,married,university education,no,no,cellular,1,no
33,entrepreneur,married,secondary education,yes,yes,telephone,1,no
37,entrepreneur,married,university education,no,no,cellular,1,yes
50,entrepreneur,married,university education,yes,no,cellular,1,no
51,retired,divorced,primary education,yes,yes,cellular,1,no
31,management,single,university education,no,no,cellular,1,no
58,retired,married,professional education,no,no,cellular,1,no
50,entrepreneur,married,university education,no,no,cellular,1,no
43,unemployed,married,secondary education,yes,yes,cellular,3,no
33,technician,single,university education,no,no,telephone,5,no
37,entrepreneur,married,university education,yes,no,cellular,1,no
42,unemployed,married,secondary education,yes,no,cellular,2,no
50,technician,married,professional education,no,yes,cellular,1,no
43,administration,married,secondary education,no,no,cellular,1,no
36,administration,single,university education,yes,no,cellular,1,no
55,administration,married,professional education,yes,yes,telephone,2,yes
34,administration,married,secondary education,no,no,cellular,1,no
31,management,married,university education,yes,yes,cellular,1,no
51,administration,married,university education,no,no,cellular,1,no
44,technician,married,professional education,no,no,telephone,1,no
34,administration,divorced,university education,no,no,cellular,1,no
35,technician,divorced,professional education,no,no,cellular,1,no
34,administration,divorced,university education,no,no,cellular,1,no
41,services,single,professional education,yes,no,cellular,2,no
37,self-employed,divorced,secondary education,yes,no,cellular,1,no
43,management,married,professional education,no,no,cellular,1,no
43,management,married,professional education,yes,no,cellular,1,no
50,technician,divorced,professional education,no,no,cellular,1,no
55,blue-collar,single,primary education,yes,no,cellular,2,no
49,administration,divorced,primary education,no,no,cellular,2,no
39,management,married,university education,no,no,cellular,1,no
56,retired,married,primary education,no,no,cellular,1,no
31,administration,married,university education,yes,yes,cellular,1,no
53,services,divorced,secondary education,yes,no,cellular,1,no
47,unemployed,married,secondary education,no,no,cellular,1,no
54,self-employed,married,secondary education,yes,no,cellular,4,no
47,unemployed,married,secondary education,yes,no,cellular,1,no
40,self-employed,married,secondary education,no,no,cellular,1,no
47,management,married,university education,yes,no,cellular,2,no
43,blue-collar,married,secondary education,yes,no,cellular,1,no
43,blue-collar,married,secondary education,no,no,cellular,1,no
54,administration,single,university education,no,no,cellular,1,no
54,administration,single,university education,yes,no,cellular,1,no
41,services,married,university education,yes,no,cellular,1,no
34,entrepreneur,single,secondary education,no,no,cellular,1,no
30,blue-collar,single,secondary education,yes,yes,telephone,1,no
35,blue-collar,married,professional education,yes,no,cellular,2,no
41,management,married,university education,yes,no,cellular,1,no
36,blue-collar,married,secondary education,yes,yes,cellular,1,no
57,management,married,university education,yes,no,cellular,1,no
41,management,married,university education,yes,no,cellular,1,no
37,blue-collar,single,secondary education,yes,no,cellular,2,no
50,technician,married,professional education,yes,no,cellular,1,yes
36,blue-collar,married,primary education,no,no,cellular,5,no
56,administration,married,secondary education,yes,no,cellular,1,no
34,blue-collar,married,professional education,no,no,cellular,1,no
34,blue-collar,married,professional education,yes,yes,cellular,1,no
34,blue-collar,married,professional education,no,yes,cellular,1,no
40,entrepreneur,married,secondary education,no,no,telephone,1,no
52,technician,married,secondary education,yes,no,cellular,1,no
40,entrepreneur,married,secondary education,yes,no,cellular,1,no
40,management,married,university education,no,no,cellular,2,yes
34,blue-collar,married,professional education,no,no,cellular,1,no
35,administration,married,secondary education,no,no,cellular,1,no
35,administration,married,secondary education,no,no,cellular,1,no
41,entrepreneur,married,university education,yes,no,cellular,1,yes
35,administration,married,secondary education,yes,no,cellular,1,no
49,management,married,university education,yes,no,cellular,1,no
32,services,married,secondary education,yes,no,cellular,1,no
40,technician,married,professional education,no,no,cellular,1,no
44,management,divorced,university education,no,no,cellular,1,no
44,technician,single,professional education,yes,yes,cellular,1,no
31,entrepreneur,divorced,primary education,no,no,cellular,1,no
36,self-employed,single,secondary education,no,no,cellular,1,no
40,self-employed,married,secondary education,no,no,cellular,1,no
37,technician,married,secondary education,no,no,cellular,1,no
53,self-employed,married,primary education,yes,no,cellular,1,no
32,administration,single,university education,no,no,cellular,1,no
51,administration,married,secondary education,no,no,cellular,1,no
34,technician,married,professional education,yes,no,cellular,1,no
35,entrepreneur,married,secondary education,yes,no,cellular,1,no
35,administration,single,secondary education,yes,no,cellular,1,no
33,blue-collar,married,secondary education,yes,no,cellular,1,no
51,administration,married,secondary education,no,yes,cellular,1,no
29,administration,single,university education,yes,no,cellular,1,no
30,administration,single,university education,no,no,cellular,1,no
36,administration,married,secondary education,yes,yes,telephone,3,no
33,management,married,university education,yes,no,cellular,1,no
32,blue-collar,married,secondary education,yes,no,telephone,1,no
32,blue-collar,married,secondary education,no,no,cellular,1,no
35,unemployed,single,primary education,yes,no,cellular,1,no
40,blue-collar,married,secondary education,no,no,cellular,1,no
35,unemployed,single,primary education,yes,no,cellular,1,no
51,blue-collar,married,secondary education,yes,no,cellular,1,no
33,administration,married,university education,yes,no,cellular,1,no
39,services,divorced,secondary education,yes,no,cellular,1,no
32,services,married,primary education,yes,no,telephone,1,no
50,housemaid,divorced,professional education,yes,no,cellular,1,no
56,self-employed,divorced,secondary education,no,no,cellular,1,no
29,blue-collar,married,secondary education,yes,no,cellular,1,no
32,blue-collar,married,secondary education,yes,yes,cellular,1,no
40,administration,married,secondary education,yes,no,cellular,1,no
38,technician,single,professional education,no,yes,cellular,1,no
39,services,divorced,secondary education,yes,no,cellular,1,no
33,blue-collar,married,secondary education,no,no,cellular,1,no
31,administration,divorced,university education,yes,no,telephone,1,no
42,self-employed,divorced,university education,yes,no,cellular,2,no
43,management,married,university education,no,no,cellular,1,no
38,blue-collar,married,secondary education,yes,no,cellular,1,no
52,administration,married,university education,yes,yes,cellular,1,no
43,technician,married,professional education,yes,no,telephone,1,no
31,blue-collar,single,secondary education,no,no,cellular,1,no
33,self-employed,married,university education,yes,no,cellular,2,no
43,entrepreneur,married,primary education,yes,no,cellular,2,no
31,administration,divorced,university education,yes,no,cellular,1,no
52,management,married,secondary education,yes,no,cellular,1,no
40,blue-collar,married,primary education,no,no,cellular,1,no
38,blue-collar,married,secondary education,no,no,cellular,1,no
38,management,married,university education,yes,yes,cellular,1,no
51,administration,married,university education,no,no,cellular,2,no
37,management,divorced,secondary education,yes,no,cellular,2,no
33,management,married,university education,yes,no,cellular,1,no
36,housemaid,divorced,secondary education,yes,no,cellular,1,no
39,administration,married,university education,no,no,cellular,1,no
36,technician,divorced,secondary education,no,no,cellular,1,no
55,entrepreneur,married,university education,no,no,cellular,1,no
41,administration,married,university education,yes,no,cellular,1,no
33,administration,married,secondary education,yes,no,cellular,1,no
32,services,married,secondary education,yes,no,cellular,1,no
41,administration,married,university education,yes,no,cellular,1,no
46,blue-collar,married,secondary education,yes,no,cellular,1,no
29,administration,single,university education,yes,no,cellular,1,no
31,management,single,university education,yes,no,cellular,1,no
31,housemaid,married,university education,no,no,cellular,1,no
44,entrepreneur,divorced,primary education,yes,no,cellular,1,no
31,unemployed,married,secondary education,no,no,cellular,2,no
34,blue-collar,married,professional education,yes,no,cellular,3,no
46,blue-collar,married,secondary education,no,no,cellular,1,no
35,management,married,primary education,no,no,cellular,1,no
43,entrepreneur,married,secondary education,yes,yes,cellular,1,no
39,management,single,secondary education,no,no,telephone,1,no
31,administration,married,university education,yes,no,cellular,2,no
54,administration,divorced,university education,yes,no,cellular,2,no
30,management,married,university education,yes,yes,cellular,1,no
43,blue-collar,single,primary education,yes,no,cellular,1,no
48,services,married,secondary education,yes,no,cellular,1,no
39,management,single,secondary education,no,no,cellular,1,no
52,management,married,university education,yes,no,cellular,1,no
54,technician,married,professional education,yes,no,cellular,2,no
56,technician,single,professional education,yes,no,cellular,5,no
39,administration,single,secondary education,yes,yes,cellular,1,no
32,blue-collar,single,university education,yes,no,cellular,1,no
51,administration,married,secondary education,yes,no,cellular,2,no
39,services,married,secondary education,yes,no,cellular,1,no
39,services,married,secondary education,yes,no,cellular,1,no
37,technician,married,professional education,yes,no,cellular,2,no
47,housemaid,divorced,professional education,no,yes,cellular,1,no
37,blue-collar,married,secondary education,no,no,cellular,1,no
49,entrepreneur,married,professional education,no,no,cellular,3,no
36,administration,married,secondary education,no,no,cellular,2,no
35,blue-collar,married,primary education,no,no,cellular,2,no
48,services,married,secondary education,yes,no,cellular,1,no
37,blue-collar,divorced,primary education,no,no,cellular,1,no
39,self-employed,married,university education,yes,no,cellular,1,no
39,self-employed,married,university education,yes,no,cellular,2,no
48,administration,single,university education,no,no,cellular,1,no
33,administration,married,university education,yes,no,cellular,1,no
32,blue-collar,married,primary education,no,no,cellular,2,no
38,blue-collar,married,secondary education,no,no,cellular,2,no
30,technician,single,professional education,no,yes,cellular,1,yes
36,unemployed,married,primary education,yes,no,cellular,1,no
50,services,married,secondary education,yes,no,cellular,1,no
50,services,married,secondary education,yes,no,cellular,1,no
34,blue-collar,married,secondary education,no,no,cellular,1,no
30,technician,married,professional education,yes,no,cellular,1,no
54,entrepreneur,married,primary education,yes,no,cellular,2,no
32,services,married,primary education,yes,no,telephone,2,no
52,administration,single,secondary education,yes,no,cellular,1,no
40,services,married,secondary education,yes,no,cellular,1,no
30,unemployed,married,secondary education,no,yes,cellular,1,no
30,unemployed,married,secondary education,no,no,cellular,1,no
34,blue-collar,single,secondary education,yes,no,cellular,1,no
33,entrepreneur,single,university education,yes,no,cellular,4,no
32,administration,married,university education,yes,no,cellular,1,no
37,blue-collar,divorced,primary education,yes,yes,cellular,1,no
52,technician,married,secondary education,yes,no,cellular,1,no
34,blue-collar,single,secondary education,yes,no,cellular,1,no
36,blue-collar,married,secondary education,yes,no,cellular,1,no
34,technician,single,university education,yes,no,cellular,1,no
40,technician,married,professional education,yes,no,cellular,1,no
29,technician,single,secondary education,yes,no,cellular,1,no
39,management,married,secondary education,yes,no,cellular,1,no
40,management,married,university education,no,no,cellular,2,no
30,unemployed,married,secondary education,yes,yes,cellular,1,yes
52,administration,divorced,university education,yes,yes,cellular,1,no
30,administration,divorced,university education,no,yes,cellular,1,no
49,management,married,university education,yes,no,cellular,1,no
49,management,married,university education,no,no,cellular,1,no
47,services,married,secondary education,yes,no,cellular,1,no
49,management,married,university education,yes,no,cellular,1,no
30,administration,divorced,university education,no,no,cellular,1,no
30,administration,divorced,university education,no,no,cellular,1,yes
39,entrepreneur,married,university education,no,no,cellular,2,no
36,housemaid,married,primary education,no,no,cellular,1,no
54,entrepreneur,married,professional education,yes,yes,cellular,1,no
41,administration,married,secondary education,yes,no,cellular,4,no
36,technician,married,secondary education,no,no,cellular,2,no
52,management,married,university education,yes,no,cellular,1,yes
31,management,single,university education,no,no,cellular,2,no
50,administration,divorced,secondary education,yes,no,cellular,2,no
44,management,married,secondary education,no,no,cellular,2,no
33,technician,single,university education,no,no,cellular,1,no
32,technician,divorced,professional education,yes,no,cellular,1,no
43,blue-collar,married,secondary education,no,yes,cellular,1,no
32,technician,divorced,professional education,yes,no,cellular,1,no
32,technician,divorced,professional education,no,no,cellular,1,no
49,blue-collar,married,primary education,no,no,cellular,1,no
47,administration,divorced,secondary education,no,no,cellular,1,no
51,services,divorced,secondary education,no,no,cellular,1,no
43,management,married,university education,yes,no,cellular,1,no
41,administration,single,university education,no,no,cellular,1,no
39,administration,married,university education,yes,no,cellular,1,no
51,administration,married,secondary education,yes,no,cellular,1,no
38,technician,married,professional education,yes,no,telephone,1,no
48,administration,married,university education,yes,yes,cellular,1,no
31,student,single,secondary education,yes,yes,cellular,1,no
35,administration,married,secondary education,yes,no,cellular,1,no
47,services,married,secondary education,yes,no,cellular,1,no
29,blue-collar,divorced,primary education,yes,no,telephone,2,no
54,retired,married,secondary education,yes,no,cellular,1,no
47,technician,married,professional education,no,no,cellular,1,no
54,retired,married,secondary education,no,no,cellular,1,no
30,services,married,primary education,no,no,cellular,2,no
39,services,married,secondary education,no,no,cellular,1,no
50,self-employed,married,university education,no,no,telephone,1,no
39,administration,married,secondary education,yes,no,cellular,1,no
37,unemployed,single,university education,yes,yes,cellular,1,no
49,services,married,secondary education,no,no,cellular,1,no
38,blue-collar,married,professional education,yes,no,telephone,2,no
51,administration,married,primary education,yes,no,cellular,1,no
53,self-employed,married,primary education,no,no,cellular,2,no
55,administration,married,secondary education,yes,no,cellular,1,no
51,entrepreneur,married,secondary education,no,no,cellular,1,no
55,administration,married,secondary education,yes,no,cellular,1,no
44,technician,married,professional education,yes,no,cellular,1,no
57,management,married,university education,yes,yes,cellular,2,yes
54,entrepreneur,married,professional education,no,no,cellular,1,yes
35,management,married,secondary education,yes,no,telephone,1,no
49,administration,married,secondary education,yes,no,cellular,1,no
48,technician,married,university education,yes,no,cellular,1,no
50,management,married,primary education,yes,no,cellular,1,no
46,self-employed,married,primary education,yes,yes,cellular,1,no
31,entrepreneur,divorced,primary education,no,no,cellular,2,no
35,management,married,secondary education,yes,no,cellular,1,no
48,technician,married,university education,yes,no,cellular,1,no
35,management,single,university education,no,no,telephone,1,no
50,entrepreneur,married,secondary education,no,no,cellular,1,no
48,technician,married,university education,no,no,cellular,1,no
50,entrepreneur,married,secondary education,yes,no,cellular,1,no
35,administration,divorced,university education,no,no,cellular,1,no
50,entrepreneur,married,secondary education,no,no,telephone,1,no
30,administration,single,university education,yes,no,cellular,1,no
35,administration,divorced,university education,yes,no,cellular,1,no
32,technician,single,university education,no,no,cellular,2,no
52,management,married,primary education,yes,no,cellular,3,no
51,administration,married,secondary education,no,yes,cellular,2,no
46,technician,married,secondary education,no,no,cellular,1,no
32,management,married,university education,yes,no,cellular,1,no
53,administration,divorced,university education,yes,no,cellular,1,no
32,services,married,secondary education,no,no,cellular,1,no
35,management,single,secondary education,yes,no,cellular,1,no
46,technician,married,secondary education,yes,no,cellular,1,no
53,administration,divorced,university education,no,yes,cellular,1,no
34,services,married,secondary education,yes,no,cellular,1,no
38,administration,single,secondary education,yes,no,cellular,1,no
33,technician,divorced,secondary education,no,no,cellular,1,no
46,technician,married,professional education,yes,no,telephone,2,no
37,entrepreneur,single,university education,no,no,cellular,1,no
40,technician,married,professional education,yes,no,cellular,1,no
30,administration,married,secondary education,yes,no,cellular,1,no
29,technician,single,secondary education,no,yes,cellular,2,no
46,administration,divorced,secondary education,no,no,cellular,1,no
57,self-employed,married,university education,yes,no,cellular,1,no
34,technician,married,university education,no,no,cellular,1,no
45,technician,married,secondary education,yes,no,cellular,1,no
41,self-employed,divorced,university education,no,no,cellular,1,no
30,management,single,secondary education,no,yes,cellular,1,no
56,management,married,university education,yes,no,cellular,1,no
33,services,single,secondary education,no,no,cellular,1,no
39,management,married,secondary education,no,no,cellular,2,no
38,administration,married,secondary education,yes,no,cellular,2,no
54,technician,married,university education,no,no,cellular,2,no
38,entrepreneur,married,primary education,yes,yes,cellular,1,no
31,management,single,secondary education,no,no,cellular,1,no
50,housemaid,married,primary education,no,no,cellular,1,no
32,technician,single,professional education,yes,yes,cellular,1,no
56,administration,married,professional education,yes,no,cellular,1,no
33,technician,single,secondary education,no,no,telephone,1,no
31,services,divorced,professional education,yes,no,cellular,1,no
58,retired,married,professional education,yes,no,cellular,1,no
33,administration,single,secondary education,yes,no,cellular,1,no
31,services,divorced,professional education,no,no,cellular,1,no
31,technician,married,secondary education,no,no,cellular,1,no
31,technician,married,secondary education,no,yes,cellular,1,no
34,self-employed,married,secondary education,yes,no,telephone,1,no
49,technician,married,professional education,no,no,cellular,1,no
29,management,single,university education,no,yes,cellular,1,no
38,management,married,university education,no,no,cellular,1,no
53,management,married,university education,yes,yes,cellular,1,no
29,management,single,university education,no,no,cellular,1,no
41,administration,single,secondary education,no,no,cellular,3,no
52,services,married,secondary education,yes,no,telephone,1,no
58,retired,married,university education,yes,no,cellular,1,no
29,technician,single,secondary education,no,no,cellular,2,no
31,blue-collar,single,secondary education,yes,no,cellular,1,no
32,unemployed,married,university education,no,no,cellular,1,no
56,retired,married,primary education,no,no,cellular,3,no
32,administration,single,university education,no,no,cellular,2,no
36,technician,single,university education,no,no,telephone,1,no
29,management,single,university education,no,no,cellular,1,no
52,services,married,secondary education,yes,no,cellular,1,no
33,administration,single,university education,no,no,cellular,1,no
56,technician,married,professional education,no,no,cellular,2,no
47,management,married,university education,no,no,cellular,2,no
46,management,married,secondary education,yes,yes,cellular,2,no
53,administration,married,professional education,yes,yes,cellular,2,no
35,unemployed,single,university education,yes,yes,cellular,1,no
35,administration,married,secondary education,yes,no,cellular,1,no
53,management,married,university education,no,no,cellular,1,no
40,services,married,secondary education,no,no,cellular,1,no
50,management,single,university education,yes,no,cellular,2,no
41,entrepreneur,married,secondary education,yes,no,cellular,2,no
33,services,married,secondary education,no,no,cellular,1,no
46,self-employed,married,primary education,yes,no,cellular,1,no
45,management,married,university education,no,no,cellular,1,no
37,retired,divorced,secondary education,no,no,telephone,1,no
54,management,married,university education,no,no,cellular,1,no
35,services,married,secondary education,no,no,cellular,1,no
37,retired,divorced,secondary education,no,no,cellular,1,no
37,retired,divorced,secondary education,yes,no,cellular,1,no
40,administration,divorced,university education,no,no,cellular,2,no
37,retired,divorced,secondary education,no,no,cellular,1,no
54,management,married,university education,no,no,cellular,1,no
36,administration,married,professional education,yes,no,cellular,2,no
35,blue-collar,divorced,secondary education,yes,no,cellular,1,no
38,administration,single,secondary education,yes,no,cellular,1,no
50,unemployed,married,secondary education,no,no,cellular,1,no
32,administration,married,university education,yes,no,cellular,1,no
50,administration,married,secondary education,no,no,telephone,4,no
47,management,married,university education,yes,no,telephone,1,no
35,technician,married,university education,yes,no,cellular,2,no
37,administration,single,university education,yes,no,cellular,1,no
44,blue-collar,single,secondary education,yes,yes,cellular,1,no
43,management,married,professional education,no,no,cellular,2,no
55,administration,married,university education,no,no,cellular,3,no
33,entrepreneur,single,university education,yes,no,cellular,1,no
40,blue-collar,divorced,secondary education,yes,no,cellular,1,no
45,management,married,university education,no,no,cellular,2,no
40,blue-collar,divorced,secondary education,no,no,cellular,1,no
51,blue-collar,married,primary education,no,no,cellular,1,no
38,unemployed,single,university education,yes,no,cellular,1,no
39,management,single,secondary education,yes,no,cellular,3,no
55,blue-collar,married,secondary education,no,no,cellular,2,no
32,services,divorced,secondary education,no,yes,cellular,1,no
51,blue-collar,married,primary education,yes,no,cellular,1,no
39,management,married,university education,no,no,cellular,1,no
39,management,married,university education,no,no,cellular,1,no
44,management,single,university education,no,no,cellular,1,no
47,services,married,secondary education,no,no,cellular,1,no
47,services,married,secondary education,yes,no,cellular,1,no
44,blue-collar,married,secondary education,yes,no,cellular,1,no
45,self-employed,married,primary education,yes,no,cellular,1,no
47,services,married,secondary education,yes,no,cellular,1,no
48,technician,divorced,professional education,yes,yes,cellular,1,no
36,management,married,professional education,no,no,cellular,1,no
51,services,divorced,secondary education,no,no,telephone,1,no
38,technician,married,secondary education,no,no,cellular,1,no
30,administration,married,secondary education,no,no,cellular,1,no
36,services,divorced,secondary education,no,no,cellular,1,no
52,blue-collar,single,secondary education,yes,no,cellular,1,no
48,self-employed,married,university education,no,no,cellular,1,no
50,administration,single,university education,yes,no,cellular,1,no
31,blue-collar,married,secondary education,yes,no,cellular,2,no
41,services,married,university education,no,no,cellular,3,no
36,administration,married,university education,no,no,cellular,2,no
37,blue-collar,single,secondary education,no,no,cellular,1,no
30,self-employed,single,secondary education,no,no,cellular,1,no
58,entrepreneur,married,primary education,no,yes,cellular,2,no
43,entrepreneur,married,professional education,no,no,cellular,1,no
38,technician,single,university education,no,no,cellular,1,no
41,administration,married,university education,yes,no,cellular,2,no
54,unemployed,married,secondary education,yes,no,cellular,1,no
48,blue-collar,married,primary education,yes,no,cellular,1,no
32,entrepreneur,married,secondary education,no,no,cellular,2,no
50,management,married,university education,yes,no,cellular,1,no
38,entrepreneur,married,primary education,yes,no,cellular,3,no
37,administration,married,university education,no,no,cellular,1,no
35,blue-collar,married,primary education,no,no,cellular,1,no
30,entrepreneur,single,university education,yes,yes,cellular,1,no
35,administration,married,university education,no,no,cellular,2,no
50,management,married,university education,no,no,cellular,1,no
35,self-employed,married,professional education,yes,no,cellular,1,no
54,self-employed,married,secondary education,no,yes,cellular,1,no
32,entrepreneur,married,university education,no,no,cellular,3,no
56,services,divorced,primary education,yes,no,cellular,1,no
31,technician,single,professional education,no,no,cellular,2,no
49,administration,married,university education,no,no,cellular,1,no
45,technician,divorced,professional education,yes,yes,cellular,1,no
45,technician,divorced,professional education,yes,yes,cellular,1,no
41,blue-collar,married,professional education,no,no,cellular,1,no
51,services,married,secondary education,no,no,cellular,1,no
32,services,married,professional education,yes,yes,cellular,1,no
41,blue-collar,married,secondary education,yes,no,cellular,1,no
37,management,married,university education,no,no,cellular,2,no
35,administration,married,secondary education,no,yes,cellular,2,no
40,administration,divorced,secondary education,no,no,cellular,1,no
36,management,married,university education,yes,no,telephone,4,no
30,administration,divorced,university education,yes,yes,cellular,2,no
35,technician,married,professional education,no,no,cellular,3,no
35,technician,married,university education,no,no,cellular,2,no
47,services,married,secondary education,no,no,cellular,2,no
47,entrepreneur,divorced,university education,no,no,cellular,2,no
34,blue-collar,married,primary education,no,no,cellular,2,no
43,entrepreneur,married,primary education,yes,no,cellular,3,no
37,services,married,secondary education,yes,no,cellular,2,no
46,technician,divorced,primary education,yes,no,cellular,2,no
35,services,single,professional education,yes,no,cellular,2,no
36,unemployed,married,primary education,no,no,cellular,2,no
49,blue-collar,married,primary education,no,no,cellular,2,no
38,administration,married,secondary education,yes,yes,cellular,2,no
36,blue-collar,single,secondary education,yes,no,cellular,2,no
57,blue-collar,married,professional education,no,no,cellular,2,no
41,blue-collar,married,primary education,yes,yes,telephone,1,no
51,administration,married,secondary education,no,yes,cellular,5,no
33,technician,single,professional education,no,no,cellular,2,no
43,entrepreneur,married,primary education,yes,no,cellular,2,no
46,blue-collar,married,primary education,no,yes,cellular,2,no
30,technician,single,professional education,yes,yes,cellular,2,no
39,administration,married,university education,no,no,cellular,2,no
35,administration,divorced,university education,yes,no,cellular,2,no
35,blue-collar,married,professional education,yes,no,cellular,2,no
48,administration,married,university education,yes,no,telephone,2,no
37,management,married,university education,no,no,cellular,5,no
51,self-employed,married,university education,yes,yes,cellular,2,no
41,management,married,university education,yes,no,cellular,2,no
44,management,single,university education,yes,no,cellular,2,no
50,management,married,secondary education,yes,yes,cellular,3,no
35,administration,divorced,secondary education,yes,no,cellular,2,no
33,technician,married,professional education,no,no,cellular,2,no
39,administration,married,university education,no,no,cellular,2,no
50,blue-collar,married,primary education,yes,yes,telephone,3,no
39,services,married,secondary education,yes,no,cellular,3,no
58,management,married,university education,yes,yes,cellular,2,no
41,blue-collar,divorced,secondary education,yes,no,telephone,2,no
36,administration,married,secondary education,yes,no,cellular,2,no
47,management,married,university education,no,no,cellular,2,no
55,entrepreneur,married,university education,yes,yes,cellular,2,no
49,self-employed,single,professional education,yes,no,telephone,4,no
44,blue-collar,married,professional education,no,no,cellular,2,no
34,management,single,university education,yes,yes,cellular,2,no
46,administration,married,secondary education,yes,no,cellular,3,no
54,administration,married,university education,yes,yes,cellular,2,no
35,blue-collar,married,secondary education,yes,no,cellular,2,no
40,unemployed,married,professional education,no,no,telephone,2,no
53,self-employed,divorced,university education,no,no,cellular,2,no
53,self-employed,married,primary education,yes,yes,cellular,2,no
42,technician,married,primary education,no,no,cellular,2,no
58,housemaid,married,primary education,no,no,cellular,2,no
47,blue-collar,married,secondary education,yes,yes,cellular,3,no
37,management,married,university education,yes,yes,telephone,4,no
53,entrepreneur,married,secondary education,yes,no,cellular,2,no
39,administration,married,university education,no,no,cellular,2,no
32,student,single,university education,yes,no,cellular,2,no
41,technician,married,secondary education,yes,no,telephone,2,no
39,administration,married,university education,yes,yes,cellular,2,no
35,blue-collar,married,primary education,no,no,cellular,2,no
50,administration,married,secondary education,no,no,cellular,3,no
36,management,divorced,professional education,no,no,cellular,2,no
53,management,married,university education,yes,no,cellular,2,no
53,management,married,university education,yes,no,cellular,2,no
54,administration,divorced,university education,yes,yes,cellular,2,no
32,services,divorced,secondary education,yes,no,cellular,2,no
32,administration,single,university education,yes,no,cellular,2,no
47,management,married,university education,no,no,cellular,3,no
43,management,married,university education,yes,no,cellular,4,no
57,administration,married,university education,no,yes,cellular,2,no
32,administration,married,secondary education,no,no,cellular,3,no
33,administration,married,secondary education,yes,no,cellular,2,no
36,blue-collar,single,secondary education,yes,no,cellular,2,no
36,self-employed,married,university education,yes,no,cellular,3,no
45,management,married,university education,no,no,cellular,2,no
55,management,married,university education,yes,no,telephone,3,no
36,administration,married,secondary education,yes,no,cellular,3,no
39,technician,married,university education,no,yes,cellular,2,yes
50,management,single,university education,no,no,cellular,2,no
34,blue-collar,married,secondary education,yes,yes,cellular,2,no
46,technician,married,professional education,yes,no,cellular,2,no
30,self-employed,married,professional education,yes,no,cellular,2,no
56,administration,married,university education,yes,yes,cellular,2,no
44,management,married,university education,yes,no,cellular,2,no
46,unemployed,married,secondary education,yes,no,cellular,2,no
43,entrepreneur,married,primary education,yes,no,cellular,4,no
47,administration,divorced,university education,no,yes,cellular,2,no
47,services,single,secondary education,no,no,cellular,2,no
37,unemployed,single,university education,yes,no,cellular,2,no
